Rang,id,area_ha,area_km2,mean_suit,max_suit,annual_gwh,winter_gwh,gwh_per_ha,E_lv95,N_lv95
597,330,26.7,0.27,0.743,0.814,68.9,30.6,2.58,2770587,1181462
598,938,35.5,0.36,0.743,0.848,96.7,42.7,2.725,2734089,1140601
599,493,21.3,0.21,0.743,0.81,61.6,29.6,2.891,2725316,1172438
600,957,72.1,0.72,0.743,0.833,194.5,86.0,2.699,2734832,1138511
601,847,16.4,0.16,0.743,0.836,43.8,20.8,2.663,2756674,1151346
602,642,13.2,0.13,0.743,0.784,33.5,15.1,2.541,2798492,1163635
603,656,10.9,0.11,0.743,0.847,29.3,14.0,2.682,2742907,1162747
604,214,33.9,0.34,0.743,0.846,88.0,41.2,2.599,2780931,1188248
605,60,15.0,0.15,0.743,0.809,39.4,18.3,2.625,2782031,1203253
606,866,33.8,0.34,0.743,0.824,97.8,47.4,2.893,2728002,1148274
607,49,23.2,0.23,0.743,0.803,60.6,29.2,2.606,2823157,1205622
608,596,15.1,0.15,0.743,0.854,41.0,18.6,2.722,2735177,1166001
609,547,248.1,2.48,0.742,0.818,696.4,324.2,2.806,2722985,1167996
610,520,82.9,0.83,0.742,0.818,225.5,101.4,2.72,2735932,1170628
611,416,32.8,0.33,0.742,0.831,87.1,40.7,2.659,2798527,1176942
612,229,107.1,1.07,0.742,0.848,302.1,152.6,2.822,2805245,1186934
613,741,14.4,0.14,0.742,0.855,39.8,18.4,2.765,2701992,1158870
614,891,49.6,0.5,0.742,0.843,142.6,71.3,2.873,2767026,1145540
615,992,59.2,0.59,0.741,0.838,162.5,75.2,2.745,2805302,1133252
616,689,49.1,0.49,0.741,0.841,143.9,68.2,2.93,2789127,1160177
617,484,24.2,0.24,0.741,0.792,67.2,32.3,2.77,2778413,1172957
618,714,22.4,0.22,0.741,0.804,55.3,19.9,2.463,2783533,1159735
619,206,11.8,0.12,0.741,0.814,30.5,14.3,2.582,2775071,1189067
620,67,15.9,0.16,0.741,0.799,43.9,21.3,2.754,2757107,1201084
621,1095,191.0,1.91,0.741,0.814,533.6,243.4,2.794,2723034,1170105
622,342,23.9,0.24,0.741,0.852,61.7,27.3,2.584,2769862,1180760
623,319,83.2,0.83,0.741,0.848,236.0,122.3,2.836,2794000,1181701
624,669,10.6,0.11,0.741,0.809,30.3,14.9,2.868,2728122,1162036
625,59,48.9,0.49,0.741,0.812,126.5,57.5,2.588,2777037,1203508
626,667,16.1,0.16,0.741,0.839,43.2,18.0,2.676,2786207,1162153
627,1043,111.9,1.12,0.74,0.843,317.2,162.3,2.834,2828249,1196379
628,841,65.2,0.65,0.74,0.841,190.6,100.1,2.923,2774023,1151864
629,648,213.4,2.13,0.74,0.84,597.6,287.3,2.8,2800275,1162349
630,40,161.2,1.61,0.74,0.841,445.7,223.3,2.764,2824974,1207213
631,517,19.2,0.19,0.74,0.814,56.9,29.3,2.958,2823162,1170875
632,444,10.8,0.11,0.74,0.813,28.2,12.4,2.606,2767315,1175183
633,955,12.8,0.13,0.74,0.809,34.4,15.4,2.701,2766726,1139040
634,777,12.4,0.12,0.74,0.843,33.1,14.1,2.663,2750342,1156365
635,751,19.9,0.2,0.74,0.833,56.5,29.3,2.833,2764427,1158362
636,673,12.8,0.13,0.739,0.808,35.1,16.4,2.752,2797105,1161847
637,1108,108.6,1.09,0.739,0.825,274.4,104.9,2.526,2740017,1161899
638,991,80.2,0.8,0.739,0.817,217.9,96.1,2.717,2726534,1133501
639,170,20.3,0.2,0.739,0.845,56.3,27.9,2.772,2829304,1191356
640,1117,140.4,1.4,0.739,0.805,404.0,196.0,2.878,2797024,1158119
641,926,11.8,0.12,0.739,0.849,33.3,15.8,2.837,2767749,1142064
642,156,18.9,0.19,0.739,0.817,47.4,21.0,2.51,2763645,1192170
643,340,185.5,1.86,0.738,0.862,479.3,203.9,2.584,2766765,1180629
644,1011,18.7,0.19,0.738,0.84,50.3,22.5,2.692,2731642,1129350
645,558,14.8,0.15,0.738,0.848,39.3,17.8,2.656,2729854,1167802
646,32,29.6,0.3,0.738,0.823,73.3,31.4,2.476,2764746,1208839
647,123,34.8,0.35,0.738,0.814,87.5,38.2,2.517,2749151,1194726
648,403,98.6,0.99,0.738,0.83,262.1,119.3,2.659,2742915,1177126
649,815,20.2,0.2,0.738,0.832,60.2,31.3,2.972,2741294,1154185
650,439,160.1,1.6,0.738,0.844,435.1,199.2,2.718,2740164,1175230
651,433,58.1,0.58,0.738,0.84,158.1,73.8,2.719,2766425,1175716
652,222,176.4,1.76,0.738,0.835,474.3,213.0,2.688,2722644,1186270
653,122,15.9,0.16,0.738,0.782,41.4,18.2,2.6,2773836,1194787
654,719,10.3,0.1,0.737,0.839,29.8,15.0,2.892,2780480,1159659
655,694,14.6,0.15,0.737,0.834,37.4,16.2,2.559,2778045,1160466
656,934,11.8,0.12,0.737,0.869,31.6,14.4,2.678,2800418,1141431
657,748,10.4,0.1,0.737,0.791,26.4,10.7,2.527,2755401,1158624
658,127,13.9,0.14,0.737,0.821,35.8,15.9,2.57,2773237,1194528
659,587,15.9,0.16,0.737,0.839,42.0,18.8,2.647,2728284,1166484
660,244,96.6,0.97,0.737,0.822,252.2,118.3,2.612,2826530,1186129
661,1093,132.7,1.33,0.737,0.828,368.3,165.6,2.776,2723074,1171987
662,109,100.4,1.0,0.736,0.836,274.9,135.2,2.739,2817544,1195493
663,436,10.2,0.1,0.736,0.845,26.7,12.2,2.604,2764097,1175914
664,479,20.6,0.21,0.736,0.797,50.7,23.2,2.457,2701295,1172884
665,713,79.4,0.79,0.736,0.824,214.8,94.7,2.706,2733606,1159352
666,738,44.2,0.44,0.736,0.834,119.0,53.3,2.693,2726367,1158783
667,258,22.8,0.23,0.736,0.809,54.9,21.4,2.412,2767496,1185487
668,761,12.4,0.12,0.736,0.805,33.8,15.2,2.73,2793430,1157918
669,791,16.2,0.16,0.736,0.803,48.2,25.6,2.963,2781832,1155671
670,329,66.0,0.66,0.736,0.835,174.5,78.4,2.644,2757340,1181207
671,950,24.6,0.25,0.736,0.803,70.8,36.2,2.884,2757018,1139552
672,475,33.5,0.34,0.736,0.801,84.7,36.2,2.529,2718349,1173080
673,729,46.2,0.46,0.736,0.83,122.1,54.4,2.643,2795007,1158772
674,999,87.9,0.88,0.735,0.85,244.8,113.6,2.785,2806390,1132089
675,131,22.8,0.23,0.735,0.787,58.6,25.8,2.57,2773616,1194157
676,593,32.1,0.32,0.735,0.843,84.3,34.8,2.628,2699792,1165990
677,1128,198.4,1.98,0.735,0.848,523.1,221.3,2.637,2766922,1140645
678,537,11.1,0.11,0.735,0.794,32.1,15.1,2.883,2777757,1169253
679,45,86.8,0.87,0.735,0.837,236.3,117.5,2.724,2824050,1205851
680,260,12.0,0.12,0.735,0.828,31.8,14.3,2.654,2771557,1185509
681,409,143.8,1.44,0.735,0.864,382.4,180.8,2.659,2700608,1176407
682,418,18.5,0.18,0.735,0.803,53.6,27.5,2.897,2792955,1176692
683,183,31.7,0.32,0.735,0.831,90.3,46.1,2.85,2811688,1190562
684,946,122.4,1.22,0.735,0.848,353.5,177.7,2.888,2760546,1139577
685,477,19.0,0.19,0.735,0.822,49.6,21.8,2.612,2718932,1173184
686,767,30.0,0.3,0.735,0.831,86.6,43.9,2.886,2758360,1157051
687,332,34.8,0.35,0.735,0.81,97.4,48.7,2.798,2785486,1181281
688,621,30.8,0.31,0.735,0.814,84.4,39.2,2.74,2782414,1164875
689,375,25.1,0.25,0.735,0.799,62.5,26.4,2.487,2763583,1178745
690,1004,14.1,0.14,0.735,0.796,36.4,15.6,2.591,2741574,1131072
691,526,32.7,0.33,0.735,0.837,87.4,39.7,2.674,2713456,1170056
692,522,11.4,0.11,0.734,0.8,29.2,12.8,2.57,2751882,1170377
693,1072,141.8,1.42,0.734,0.807,379.0,179.9,2.672,2787906,1182556
694,95,41.6,0.42,0.734,0.777,104.2,44.3,2.508,2756396,1197363
695,126,124.8,1.25,0.734,0.827,320.6,143.2,2.569,2755282,1193901
696,802,24.8,0.25,0.734,0.783,67.2,31.6,2.707,2760705,1154667
697,368,25.9,0.26,0.734,0.79,72.8,36.7,2.806,2790152,1179459
698,137,194.2,1.94,0.734,0.832,552.5,282.3,2.845,2810968,1192370
699,1047,187.7,1.88,0.734,0.846,534.3,276.2,2.847,2812711,1193197
700,128,12.6,0.13,0.734,0.801,31.7,13.6,2.515,2777351,1194385
701,485,129.5,1.3,0.734,0.822,353.7,169.3,2.731,2795129,1171813
702,21,34.1,0.34,0.734,0.812,89.8,41.8,2.632,2762572,1209771
703,874,47.8,0.48,0.734,0.836,123.3,54.3,2.579,2775242,1147736
704,832,33.9,0.34,0.733,0.817,91.9,38.8,2.713,2744080,1153038
705,816,41.4,0.41,0.733,0.824,109.0,47.6,2.634,2746503,1153901
706,855,57.2,0.57,0.733,0.829,168.2,89.5,2.939,2761709,1149962
707,190,14.2,0.14,0.733,0.837,36.7,16.6,2.59,2774473,1190018
708,889,36.5,0.36,0.733,0.782,100.4,44.8,2.75,2728342,1145865
709,419,25.2,0.25,0.733,0.833,69.0,33.3,2.731,2766394,1176545
710,723,19.8,0.2,0.733,0.842,56.6,28.1,2.855,2724420,1159497
711,427,17.9,0.18,0.733,0.808,45.7,20.0,2.546,2798258,1176448
712,53,91.6,0.92,0.733,0.839,261.2,132.9,2.853,2819332,1203720
713,499,17.2,0.17,0.733,0.85,47.2,23.5,2.734,2764658,1171934
714,1057,149.2,1.49,0.733,0.824,393.1,178.9,2.634,2746613,1192472
715,856,71.6,0.72,0.733,0.812,191.1,83.2,2.671,2738411,1149749
716,857,14.7,0.15,0.733,0.839,39.9,17.8,2.715,2749659,1149901
717,251,11.9,0.12,0.733,0.811,31.5,13.8,2.642,2757229,1185766
718,849,11.0,0.11,0.732,0.796,33.4,17.9,3.036,2773315,1151189
719,19,21.1,0.21,0.732,0.804,53.1,22.9,2.516,2762880,1210536
720,246,94.2,0.94,0.732,0.834,257.8,116.0,2.735,2720358,1185658
721,691,38.2,0.38,0.732,0.818,99.0,44.1,2.592,2776461,1160416
722,524,17.0,0.17,0.732,0.821,41.6,15.5,2.45,2777103,1170123
723,604,12.0,0.12,0.732,0.828,29.4,12.9,2.452,2741364,1165640
724,94,10.2,0.1,0.732,0.788,26.5,12.0,2.581,2767836,1197585
725,105,21.4,0.21,0.731,0.793,55.4,26.1,2.594,2820498,1196571
726,826,115.3,1.15,0.731,0.835,316.3,145.8,2.743,2741110,1152894
727,161,25.2,0.25,0.73,0.806,65.4,30.8,2.597,2744158,1191590
728,995,14.2,0.14,0.73,0.804,38.7,17.8,2.727,2805716,1132590
729,541,27.3,0.27,0.73,0.808,66.0,25.8,2.415,2742865,1168859
730,1096,211.6,2.12,0.73,0.814,595.3,271.9,2.813,2721630,1169855
731,630,47.8,0.48,0.73,0.821,131.4,57.0,2.748,2746415,1164150
732,395,16.4,0.16,0.73,0.787,46.4,23.8,2.825,2795868,1178089
733,912,38.2,0.38,0.73,0.823,107.2,51.6,2.806,2767611,1143590
734,1029,142.1,1.42,0.73,0.841,353.3,156.0,2.487,2762557,1212935
735,82,27.6,0.28,0.73,0.789,70.3,30.6,2.55,2767870,1198557
736,789,84.2,0.84,0.73,0.794,220.0,98.4,2.611,2761332,1155549
737,746,19.8,0.2,0.73,0.82,58.9,31.0,2.985,2758712,1158562
738,795,13.4,0.13,0.729,0.809,37.1,17.1,2.777,2726547,1155325
739,807,42.7,0.43,0.729,0.81,119.4,54.9,2.796,2725851,1154739
740,998,10.9,0.11,0.729,0.8,27.8,11.7,2.556,2798225,1132594
741,115,63.9,0.64,0.729,0.833,168.6,75.7,2.636,2755156,1195027
742,800,24.3,0.24,0.729,0.824,70.0,35.7,2.881,2758285,1154949
743,102,142.6,1.43,0.729,0.84,400.5,206.1,2.808,2818251,1196255
744,853,40.8,0.41,0.729,0.793,108.9,46.0,2.667,2750280,1150434
745,916,13.3,0.13,0.729,0.781,36.9,17.8,2.775,2765194,1142971
746,327,17.1,0.17,0.729,0.809,43.2,17.6,2.529,2768139,1181793
747,51,15.0,0.15,0.728,0.777,36.4,16.2,2.424,2822565,1204896
748,1068,144.2,1.44,0.728,0.836,392.5,172.7,2.721,2721561,1187165
749,1007,36.2,0.36,0.728,0.813,96.2,42.9,2.659,2726555,1129949
750,160,48.6,0.49,0.728,0.834,123.7,52.8,2.548,2779686,1191702
751,737,23.3,0.23,0.728,0.82,67.2,33.7,2.881,2795752,1158990
752,378,65.8,0.66,0.728,0.794,180.4,88.9,2.741,2790279,1178643
753,313,29.2,0.29,0.728,0.801,76.4,33.7,2.611,2756303,1182581
754,291,20.1,0.2,0.728,0.824,58.3,30.2,2.904,2828235,1184113
755,360,171.8,1.72,0.728,0.831,436.8,190.6,2.542,2740011,1179137
756,724,18.6,0.19,0.728,0.811,50.2,23.1,2.704,2771525,1159535
757,282,20.0,0.2,0.728,0.779,51.7,21.6,2.586,2718257,1184489
758,989,26.6,0.27,0.728,0.829,68.9,28.7,2.59,2742154,1134302
759,668,17.6,0.18,0.728,0.817,51.1,25.6,2.91,2737957,1162007
760,345,14.9,0.15,0.727,0.812,42.5,20.7,2.845,2721268,1180686
761,956,15.4,0.15,0.727,0.798,41.3,18.2,2.676,2796667,1139040
762,809,23.9,0.24,0.727,0.837,68.4,34.6,2.856,2741554,1154657
763,883,36.1,0.36,0.727,0.841,95.0,41.2,2.633,2730190,1146367
764,654,23.9,0.24,0.727,0.852,68.0,32.3,2.842,2746849,1162862
765,512,43.4,0.43,0.727,0.799,126.8,64.4,2.918,2821394,1171262
766,474,30.5,0.3,0.727,0.807,87.2,44.2,2.859,2781255,1173265
767,913,25.6,0.26,0.727,0.841,66.2,27.1,2.591,2731516,1143486
768,941,16.6,0.17,0.726,0.782,47.2,23.2,2.84,2761176,1140951
769,410,72.2,0.72,0.726,0.8,200.1,99.2,2.771,2791021,1176933
770,594,10.8,0.11,0.726,0.78,29.5,13.4,2.743,2758681,1166091
771,603,40.3,0.4,0.726,0.86,104.3,44.2,2.587,2760732,1165577
772,945,89.2,0.89,0.726,0.824,235.3,100.7,2.637,2757703,1139993
773,881,38.6,0.39,0.726,0.824,105.4,47.1,2.728,2767694,1146796
774,936,12.3,0.12,0.726,0.831,32.9,15.6,2.67,2735837,1141152
775,943,21.6,0.22,0.726,0.842,58.4,25.7,2.699,2731917,1140802
776,762,17.6,0.18,0.725,0.805,49.0,23.7,2.782,2783482,1157701
777,623,32.8,0.33,0.725,0.816,94.3,47.5,2.875,2743778,1164640
778,407,27.0,0.27,0.725,0.8,77.7,39.6,2.878,2823882,1177275
779,703,10.6,0.11,0.725,0.843,29.7,15.0,2.813,2736680,1160159
780,413,57.7,0.58,0.725,0.846,158.0,77.6,2.739,2765672,1176705
781,890,13.1,0.13,0.725,0.796,36.5,15.6,2.78,2731893,1145778
782,1016,20.5,0.2,0.725,0.803,56.7,26.3,2.764,2810755,1126328
783,1020,201.2,2.01,0.725,0.82,542.4,241.4,2.696,2802590,1124153
784,626,10.3,0.1,0.725,0.783,26.4,10.7,2.563,2782199,1164595
785,357,57.4,0.57,0.725,0.84,151.9,67.8,2.647,2771395,1179796
786,273,55.7,0.56,0.725,0.819,135.3,54.9,2.43,2775637,1184805
787,882,16.3,0.16,0.724,0.827,42.5,18.9,2.605,2774091,1146951
788,470,35.9,0.36,0.724,0.831,95.6,40.1,2.662,2722051,1173343
789,655,12.9,0.13,0.724,0.804,35.2,16.5,2.721,2782116,1162972
790,350,11.4,0.11,0.724,0.83,29.5,12.7,2.58,2748423,1180344
791,129,64.2,0.64,0.724,0.825,178.3,88.5,2.778,2815995,1194063
792,411,11.9,0.12,0.724,0.819,32.0,15.7,2.682,2782750,1177231
793,422,101.9,1.02,0.724,0.823,263.7,116.0,2.587,2742097,1176126
794,886,12.1,0.12,0.724,0.773,32.8,15.4,2.72,2759427,1146146
795,303,132.8,1.33,0.724,0.817,359.2,173.0,2.704,2788702,1181602
796,722,100.5,1.0,0.724,0.841,262.6,113.8,2.613,2780243,1159064
797,988,86.1,0.86,0.723,0.843,233.2,105.4,2.71,2804821,1134186
798,532,57.8,0.58,0.723,0.872,149.4,61.7,2.587,2712367,1169271
799,519,17.5,0.18,0.723,0.819,45.5,19.4,2.597,2712729,1171016
800,888,21.2,0.21,0.723,0.823,60.3,30.2,2.836,2758125,1145910
801,893,38.1,0.38,0.723,0.78,103.1,45.7,2.708,2727834,1145042
802,159,164.9,1.65,0.723,0.815,422.8,184.6,2.564,2724826,1190356
803,412,143.2,1.43,0.723,0.808,416.7,211.7,2.91,2824489,1176593
804,868,38.9,0.39,0.723,0.816,102.9,42.0,2.647,2731947,1147929
805,831,13.9,0.14,0.723,0.81,34.0,13.2,2.441,2756599,1153237
806,300,61.6,0.62,0.723,0.777,159.3,68.3,2.585,2757981,1183294
807,23,38.5,0.38,0.723,0.784,95.2,40.5,2.471,2765997,1210010
808,27,19.2,0.19,0.722,0.785,46.1,19.9,2.397,2763794,1209291
809,26,21.6,0.22,0.722,0.777,52.9,23.4,2.453,2772150,1209234
810,848,27.0,0.27,0.722,0.807,71.8,33.2,2.66,2764490,1151146
811,397,78.2,0.78,0.722,0.825,227.8,117.7,2.914,2823459,1177832
812,381,11.2,0.11,0.722,0.768,28.5,12.7,2.55,2744074,1178704
813,782,23.6,0.24,0.722,0.835,67.1,32.9,2.84,2732518,1156039
814,1003,88.9,0.89,0.722,0.832,232.3,96.4,2.612,2797846,1130763
815,684,12.6,0.13,0.722,0.847,35.1,17.3,2.792,2736188,1160953
816,712,23.2,0.23,0.722,0.825,60.5,27.2,2.61,2736783,1159682
817,1017,55.2,0.55,0.722,0.837,142.9,60.4,2.586,2802631,1126092
818,176,54.0,0.54,0.722,0.85,153.6,78.0,2.844,2829624,1190810
819,358,177.5,1.78,0.721,0.846,478.7,214.7,2.697,2707120,1179738
820,382,65.4,0.65,0.721,0.814,179.7,88.7,2.749,2785899,1178404
821,294,117.9,1.18,0.721,0.835,303.3,137.0,2.573,2715768,1182828
822,201,13.0,0.13,0.721,0.78,33.3,15.9,2.559,2775413,1189224
823,923,33.9,0.34,0.721,0.827,91.2,41.0,2.686,2756511,1142100
824,144,31.0,0.31,0.721,0.833,80.4,33.8,2.593,2736284,1193024
825,986,31.2,0.31,0.721,0.808,80.0,32.3,2.564,2732611,1134562
826,842,38.6,0.39,0.72,0.797,108.0,54.9,2.801,2776803,1151901
827,338,54.9,0.55,0.72,0.814,156.3,80.4,2.848,2789723,1180915
828,64,10.9,0.11,0.72,0.812,29.7,14.2,2.728,2757413,1201959
829,264,49.8,0.5,0.72,0.799,127.3,55.0,2.558,2722066,1185179
830,41,77.9,0.78,0.72,0.781,197.6,87.9,2.536,2778892,1207425
831,142,22.6,0.23,0.72,0.794,54.7,22.5,2.424,2748080,1193333
832,702,20.4,0.2,0.72,0.813,53.1,23.3,2.606,2779610,1160221
833,651,13.8,0.14,0.72,0.793,38.4,18.4,2.794,2774716,1163028
834,163,18.3,0.18,0.72,0.803,45.9,19.5,2.505,2737545,1191638
835,42,109.6,1.1,0.72,0.8,284.4,129.9,2.594,2780831,1206839
836,921,15.8,0.16,0.719,0.787,41.2,17.7,2.607,2729090,1142360
837,297,49.8,0.5,0.719,0.799,130.2,57.7,2.613,2711460,1183452
838,720,100.6,1.01,0.719,0.816,271.2,121.0,2.695,2723815,1158962
839,954,14.7,0.15,0.719,0.807,39.7,18.0,2.702,2760772,1139011
840,972,18.9,0.19,0.719,0.801,49.1,20.1,2.593,2727888,1136936
841,107,10.9,0.11,0.719,0.792,27.8,12.1,2.539,2765549,1196129
842,369,33.7,0.34,0.718,0.81,92.0,44.2,2.73,2792541,1179383
843,862,14.9,0.15,0.718,0.766,38.1,16.2,2.562,2739732,1149318
844,511,17.2,0.17,0.718,0.778,44.1,17.0,2.568,2713904,1171560
845,69,31.2,0.31,0.718,0.788,82.0,39.0,2.628,2824560,1200852
846,785,25.6,0.26,0.718,0.827,70.7,32.7,2.76,2758509,1155954
847,733,12.2,0.12,0.718,0.812,35.1,16.9,2.878,2724030,1159030
848,806,10.2,0.1,0.718,0.791,26.5,10.9,2.599,2791350,1154921
849,354,15.2,0.15,0.718,0.849,38.3,16.0,2.509,2769305,1180208
850,377,47.1,0.47,0.718,0.818,116.5,45.8,2.476,2743445,1178624
851,352,71.1,0.71,0.717,0.814,192.5,93.6,2.707,2789687,1179993
852,237,22.8,0.23,0.717,0.79,56.7,25.4,2.487,2806537,1186584
853,979,79.8,0.8,0.717,0.821,221.7,107.6,2.778,2741230,1135975
854,15,121.4,1.21,0.717,0.799,309.9,142.5,2.553,2774265,1210573
855,1026,18.6,0.19,0.717,0.812,48.8,21.5,2.618,2736833,1121546
856,838,19.5,0.2,0.717,0.813,55.3,28.7,2.837,2760183,1152671
857,90,77.1,0.77,0.717,0.834,214.1,110.0,2.775,2821353,1197591
858,650,13.2,0.13,0.717,0.802,35.9,15.5,2.709,2699656,1162948
859,22,46.4,0.46,0.717,0.791,115.8,52.1,2.498,2772821,1209835
860,1058,122.1,1.22,0.717,0.798,311.3,135.1,2.55,2726520,1190655
861,61,14.4,0.14,0.717,0.842,38.4,18.7,2.669,2820691,1203210
862,312,222.8,2.23,0.716,0.837,574.1,240.5,2.576,2712232,1182156
863,948,81.7,0.82,0.716,0.804,227.1,106.2,2.78,2764571,1139456
864,967,19.5,0.2,0.716,0.798,51.3,21.4,2.632,2733515,1137845
865,320,19.6,0.2,0.716,0.807,50.3,20.7,2.572,2768557,1182056
866,612,10.1,0.1,0.716,0.772,23.7,8.6,2.355,2780713,1165176
867,334,28.7,0.29,0.716,0.801,73.9,31.1,2.576,2759024,1181381
868,430,14.6,0.15,0.715,0.813,42.7,22.2,2.919,2797477,1176193
869,619,35.9,0.36,0.715,0.821,91.8,42.4,2.556,2771925,1164891
870,487,157.7,1.58,0.715,0.819,442.3,199.5,2.805,2721876,1171780
871,443,69.2,0.69,0.715,0.829,194.9,98.9,2.815,2782070,1174821
872,920,24.4,0.24,0.715,0.799,67.5,32.0,2.76,2763107,1142436
873,1036,154.3,1.54,0.715,0.798,403.5,188.6,2.615,2782008,1206605
874,1066,220.8,2.21,0.714,0.821,599.5,261.4,2.716,2722836,1188350
875,5,24.6,0.25,0.714,0.805,64.0,30.7,2.606,2763352,1213472
876,283,21.0,0.21,0.714,0.814,56.1,26.8,2.672,2791384,1184448
877,766,27.9,0.28,0.714,0.799,79.6,39.3,2.85,2783354,1156981
878,813,20.8,0.21,0.714,0.787,58.9,29.2,2.83,2781290,1154123
879,965,21.9,0.22,0.714,0.816,54.8,22.9,2.496,2740683,1137980
880,24,10.1,0.1,0.714,0.792,24.6,10.3,2.445,2763318,1209965
881,421,13.8,0.14,0.713,0.784,37.3,17.7,2.702,2781686,1176717
882,631,87.2,0.87,0.713,0.812,228.2,99.7,2.616,2725160,1163883
883,77,11.5,0.12,0.713,0.796,31.2,14.5,2.716,2768535,1199515
884,775,19.4,0.19,0.712,0.807,53.4,24.3,2.756,2726071,1156288
885,505,11.6,0.12,0.712,0.757,33.3,16.9,2.881,2728952,1171810
886,140,22.9,0.23,0.712,0.786,59.1,25.6,2.575,2767864,1193670
887,755,13.0,0.13,0.712,0.817,33.1,12.9,2.546,2730265,1158153
888,165,156.5,1.56,0.712,0.81,439.4,222.7,2.808,2805799,1191019
889,903,10.8,0.11,0.712,0.795,29.3,14.0,2.711,2760774,1144721
890,1040,188.2,1.88,0.712,0.808,509.0,246.6,2.705,2789341,1198807
891,20,10.4,0.1,0.712,0.784,25.9,10.9,2.494,2764161,1210688
892,75,28.4,0.28,0.712,0.805,78.3,38.3,2.758,2819818,1199880
893,65,22.5,0.22,0.712,0.818,59.2,29.2,2.633,2830223,1201684
894,1119,140.0,1.4,0.711,0.821,378.8,175.0,2.705,2761656,1152256
895,983,58.1,0.58,0.711,0.829,162.7,76.5,2.8,2742324,1135342
896,219,20.4,0.2,0.711,0.79,53.8,24.5,2.639,2775122,1188109
897,267,60.9,0.61,0.711,0.816,166.4,75.1,2.734,2756999,1184963
898,362,34.8,0.35,0.711,0.779,92.9,43.9,2.673,2787256,1179510
899,348,10.7,0.11,0.711,0.797,28.9,13.7,2.702,2786723,1180433
900,367,113.4,1.13,0.711,0.832,294.1,133.9,2.594,2768789,1179007
901,545,13.2,0.13,0.711,0.812,34.3,14.9,2.591,2731348,1168762
902,136,11.3,0.11,0.711,0.79,26.7,10.8,2.363,2754441,1193995
903,680,10.6,0.11,0.711,0.832,27.1,11.5,2.57,2741417,1161301
904,710,39.0,0.39,0.711,0.799,103.9,46.5,2.665,2776165,1159854
905,71,94.6,0.95,0.711,0.816,259.3,130.1,2.742,2818893,1200237
906,554,10.8,0.11,0.71,0.773,25.6,9.3,2.378,2745228,1168008
907,480,84.3,0.84,0.71,0.791,242.9,121.8,2.881,2821319,1172738
908,980,19.5,0.2,0.709,0.814,51.3,22.9,2.633,2804722,1136283
909,489,24.2,0.24,0.709,0.787,69.1,35.0,2.851,2823920,1172467
910,125,121.2,1.21,0.709,0.828,285.3,116.2,2.353,2747094,1194238
911,839,14.1,0.14,0.709,0.827,38.0,18.5,2.689,2746849,1152792
912,870,28.8,0.29,0.709,0.793,72.5,26.9,2.521,2773026,1147993
913,897,12.1,0.12,0.709,0.805,33.4,16.2,2.768,2729934,1145027
914,106,162.8,1.63,0.708,0.806,402.3,169.5,2.472,2756004,1195827
915,182,14.8,0.15,0.708,0.814,36.9,15.1,2.499,2790081,1190693
916,1022,33.2,0.33,0.708,0.809,89.1,38.9,2.679,2736590,1123610
917,614,38.9,0.39,0.708,0.779,100.7,42.6,2.591,2725243,1165030
918,571,26.8,0.27,0.708,0.791,66.8,27.1,2.491,2736724,1167160
919,255,10.5,0.1,0.708,0.781,28.9,14.3,2.756,2814410,1185651
920,221,36.1,0.36,0.708,0.825,84.6,31.9,2.343,2779252,1187948
921,794,16.6,0.17,0.708,0.813,44.3,20.6,2.678,2758555,1155345
922,820,36.1,0.36,0.708,0.795,101.9,50.4,2.826,2760200,1153876
923,376,30.8,0.31,0.707,0.839,73.0,27.5,2.37,2742054,1178824
924,830,14.8,0.15,0.707,0.752,41.2,19.4,2.794,2793637,1153272
925,586,48.6,0.49,0.707,0.802,134.2,63.0,2.763,2781838,1166350
926,101,58.2,0.58,0.707,0.805,139.3,54.7,2.392,2755871,1196818
927,671,11.2,0.11,0.707,0.797,27.7,10.8,2.476,2725934,1161910
928,133,28.4,0.28,0.707,0.817,71.4,29.1,2.515,2735541,1193905
929,268,12.6,0.13,0.707,0.8,33.3,15.1,2.64,2719301,1185152
930,437,19.9,0.2,0.707,0.814,51.9,23.8,2.611,2741595,1175623
931,151,160.1,1.6,0.707,0.8,403.4,164.0,2.519,2725637,1191862
932,57,10.4,0.1,0.706,0.841,29.4,15.1,2.816,2821045,1203630
933,227,19.0,0.19,0.706,0.758,45.9,20.7,2.414,2811327,1186985
934,81,21.9,0.22,0.705,0.804,51.8,20.4,2.359,2755800,1198663
935,961,10.6,0.11,0.705,0.787,30.8,15.9,2.921,2763473,1138608
936,50,51.1,0.51,0.705,0.81,136.2,66.5,2.664,2784934,1205243
937,940,17.8,0.18,0.704,0.783,45.9,18.0,2.588,2728035,1140950
938,17,170.6,1.71,0.704,0.796,432.3,196.9,2.534,2775331,1209715
939,112,26.4,0.26,0.704,0.77,68.0,30.0,2.572,2769982,1195675
940,1001,20.6,0.21,0.704,0.806,54.8,24.3,2.658,2807073,1131513
941,120,202.3,2.02,0.704,0.8,514.1,218.2,2.541,2768890,1194474
942,35,140.7,1.41,0.704,0.834,399.1,201.2,2.837,2822408,1208000
943,559,17.4,0.17,0.704,0.825,44.5,18.7,2.562,2778523,1167797
