Rang,id,area_ha,area_km2,mean_suit,max_suit,annual_gwh,winter_gwh,gwh_per_ha,E_lv95,N_lv95
944,118,10.8,0.11,0.703,0.753,27.5,12.1,2.557,2769499,1195463
945,12,21.7,0.22,0.703,0.769,52.0,21.9,2.396,2762959,1211524
946,798,10.1,0.1,0.703,0.774,24.0,9.1,2.388,2727051,1155035
947,79,86.4,0.86,0.702,0.822,234.4,116.1,2.712,2819394,1198808
948,4,214.2,2.14,0.702,0.769,540.4,240.3,2.522,2772606,1212285
949,602,19.5,0.2,0.702,0.783,52.8,22.5,2.708,2756204,1165614
950,1042,335.7,3.36,0.702,0.798,934.2,465.3,2.783,2791925,1198197
951,922,10.3,0.1,0.702,0.786,26.4,10.8,2.564,2761768,1142365
952,821,12.8,0.13,0.701,0.753,33.0,14.2,2.589,2794187,1153936
953,434,17.8,0.18,0.701,0.823,46.4,19.8,2.614,2703280,1175786
954,1021,13.9,0.14,0.701,0.822,35.3,15.3,2.534,2735782,1124056
955,38,84.0,0.84,0.701,0.78,215.2,98.2,2.562,2780339,1208014
956,25,11.2,0.11,0.7,0.779,27.1,11.3,2.424,2765103,1209471
957,944,12.3,0.12,0.7,0.78,35.8,18.4,2.906,2765100,1140591
958,752,175.6,1.76,0.7,0.791,496.4,236.0,2.826,2798572,1157682
959,573,12.1,0.12,0.7,0.767,31.5,13.2,2.612,2722187,1167299
960,158,10.1,0.1,0.699,0.827,28.5,13.8,2.816,2813093,1192209
961,1112,125.4,1.25,0.699,0.798,349.1,166.4,2.783,2777260,1157386
962,211,11.4,0.11,0.699,0.782,27.6,10.5,2.424,2725846,1188879
963,834,12.6,0.13,0.699,0.787,30.1,11.0,2.397,2757549,1153113
964,52,13.9,0.14,0.698,0.801,35.8,17.2,2.57,2822344,1204127
965,987,17.8,0.18,0.698,0.845,48.0,22.4,2.694,2742670,1134648
966,498,139.1,1.39,0.698,0.807,399.3,199.3,2.872,2825028,1171364
967,996,37.0,0.37,0.698,0.81,96.2,38.5,2.601,2726365,1132507
968,113,10.2,0.1,0.698,0.75,24.8,10.2,2.423,2766280,1195737
969,993,14.9,0.15,0.698,0.832,38.8,17.1,2.605,2732412,1133262
970,958,63.3,0.63,0.697,0.814,164.3,69.0,2.595,2805830,1138500
971,203,28.1,0.28,0.697,0.79,76.9,37.5,2.74,2804764,1189092
972,726,24.2,0.24,0.697,0.773,61.5,26.6,2.541,2774054,1159207
973,510,18.6,0.19,0.697,0.784,52.4,23.9,2.822,2720981,1171539
974,88,72.2,0.72,0.697,0.831,191.1,93.8,2.645,2819716,1197905
975,72,11.6,0.12,0.697,0.777,30.4,14.3,2.615,2821841,1200551
976,515,21.1,0.21,0.696,0.805,61.5,31.0,2.91,2822697,1171112
977,739,15.1,0.15,0.696,0.795,32.7,8.8,2.164,2793822,1158990
978,280,213.3,2.13,0.696,0.817,537.6,230.7,2.52,2709413,1183529
979,164,182.3,1.82,0.695,0.811,516.6,263.2,2.834,2808598,1191104
980,975,10.1,0.1,0.695,0.848,27.9,14.1,2.776,2760184,1136522
981,527,10.5,0.1,0.694,0.771,27.1,11.2,2.585,2737150,1169952
982,54,70.8,0.71,0.694,0.79,181.4,84.6,2.562,2784687,1203766
983,828,44.6,0.45,0.694,0.771,121.3,54.4,2.718,2798547,1153352
984,365,157.6,1.58,0.694,0.824,440.3,212.6,2.793,2825334,1179305
985,310,229.6,2.3,0.693,0.812,563.9,232.8,2.456,2707944,1181439
986,774,36.6,0.37,0.693,0.771,103.1,48.9,2.816,2796929,1156389
987,346,15.1,0.15,0.693,0.759,34.0,12.4,2.257,2795578,1180495
988,245,15.1,0.15,0.693,0.776,37.9,15.2,2.509,2723997,1186398
989,731,32.4,0.32,0.693,0.759,85.8,40.1,2.651,2774601,1158941
990,494,19.2,0.19,0.693,0.801,50.1,21.2,2.613,2719824,1172405
991,963,10.6,0.11,0.693,0.82,24.4,9.2,2.296,2772610,1138398
992,677,20.2,0.2,0.693,0.769,50.5,19.5,2.501,2724655,1161430
993,374,113.9,1.14,0.693,0.813,295.4,121.8,2.592,2706057,1178703
994,78,26.9,0.27,0.692,0.81,69.8,32.6,2.595,2817906,1198902
995,779,78.0,0.78,0.692,0.771,213.7,100.1,2.74,2776140,1155712
996,331,46.3,0.46,0.692,0.809,111.1,40.9,2.4,2767454,1181382
997,96,150.8,1.51,0.692,0.83,418.6,207.5,2.777,2794333,1196842
998,424,11.8,0.12,0.691,0.775,28.4,10.9,2.405,2783526,1176629
999,44,33.0,0.33,0.691,0.805,91.0,44.6,2.759,2821319,1206698
1000,208,23.8,0.24,0.691,0.809,64.6,30.9,2.722,2809554,1188838
1001,810,19.8,0.2,0.691,0.825,48.2,18.9,2.44,2748097,1154543
1002,1005,53.1,0.53,0.69,0.77,136.4,56.3,2.568,2808101,1130618
1003,428,20.2,0.2,0.69,0.79,50.7,22.2,2.511,2740490,1176226
1004,226,11.4,0.11,0.69,0.815,31.3,15.0,2.755,2790173,1187585
1005,180,12.3,0.12,0.69,0.791,30.4,12.2,2.467,2723501,1190658
1006,272,52.9,0.53,0.69,0.771,122.1,39.1,2.307,2719834,1184782
1007,148,39.7,0.4,0.689,0.8,92.0,38.2,2.317,2747708,1192730
1008,316,27.4,0.27,0.689,0.773,65.5,25.0,2.394,2757686,1182301
1009,337,12.9,0.13,0.689,0.753,31.2,12.3,2.413,2710296,1181361
1010,827,16.0,0.16,0.689,0.751,46.5,23.7,2.904,2778717,1153428
1011,531,18.5,0.18,0.689,0.772,44.8,16.2,2.422,2792444,1169738
1012,87,28.2,0.28,0.689,0.795,76.8,38.4,2.719,2822255,1198058
1013,406,11.8,0.12,0.689,0.763,29.0,13.0,2.472,2790423,1177551
1014,1027,17.4,0.17,0.688,0.764,45.4,20.3,2.615,2737135,1121169
1015,859,14.1,0.14,0.688,0.756,38.2,17.7,2.716,2766164,1149749
1016,379,20.3,0.2,0.687,0.809,52.3,23.6,2.575,2771090,1178878
1017,76,15.4,0.15,0.687,0.752,38.2,16.2,2.485,2823357,1199827
1018,846,17.4,0.17,0.687,0.743,45.3,19.0,2.608,2799080,1151378
1019,7,32.4,0.32,0.687,0.833,75.9,33.0,2.339,2760844,1212704
1020,366,25.8,0.26,0.687,0.8,67.0,30.0,2.595,2766237,1179542
1021,58,19.0,0.19,0.686,0.834,52.2,26.1,2.747,2820224,1203685
1022,1002,15.4,0.15,0.686,0.786,38.6,14.7,2.508,2726019,1131548
1023,1033,112.7,1.13,0.686,0.757,291.0,133.9,2.582,2775078,1212068
1024,257,158.1,1.58,0.686,0.779,403.2,178.2,2.55,2710925,1184956
1025,55,15.8,0.16,0.686,0.744,37.1,15.6,2.357,2826003,1203861
1026,1019,61.6,0.62,0.686,0.78,168.0,75.9,2.726,2739143,1125181
1027,960,10.8,0.11,0.685,0.848,27.3,11.8,2.536,2731491,1138555
1028,121,22.3,0.22,0.685,0.802,60.6,29.3,2.716,2815773,1194887
1029,398,44.7,0.45,0.684,0.794,113.4,50.4,2.537,2790098,1177948
1030,925,27.5,0.28,0.684,0.804,78.3,39.9,2.848,2741278,1141876
1031,97,20.4,0.2,0.684,0.795,55.1,26.5,2.694,2818053,1197220
1032,804,10.1,0.1,0.683,0.746,27.8,13.2,2.763,2794143,1154875
1033,420,11.2,0.11,0.683,0.75,26.2,10.0,2.326,2739702,1176666
1034,606,10.1,0.1,0.683,0.802,24.6,10.1,2.432,2727049,1165541
1035,33,115.1,1.15,0.683,0.816,319.8,159.2,2.778,2824093,1208573
1036,390,15.9,0.16,0.682,0.795,37.1,14.6,2.327,2740704,1178196
1037,582,10.1,0.1,0.682,0.809,25.1,10.3,2.481,2771035,1166913
1038,172,16.6,0.17,0.682,0.765,42.0,17.6,2.533,2813115,1191330
1039,93,44.2,0.44,0.682,0.78,119.1,57.6,2.696,2793570,1197385
1040,307,42.4,0.42,0.682,0.795,116.5,58.0,2.746,2827640,1182764
1041,757,22.5,0.22,0.681,0.743,66.6,31.3,2.959,2788262,1157942
1042,574,11.8,0.12,0.681,0.836,30.5,12.8,2.598,2811805,1167208
1043,46,10.2,0.1,0.681,0.774,27.8,13.8,2.713,2821013,1206244
1044,555,10.2,0.1,0.68,0.828,24.5,9.3,2.406,2731304,1167895
1045,787,243.9,2.44,0.68,0.762,680.6,319.0,2.79,2797736,1154708
1046,355,31.3,0.31,0.68,0.807,84.7,40.9,2.705,2824117,1180014
1047,30,14.2,0.14,0.68,0.728,38.2,18.4,2.692,2773414,1209196
1048,262,13.6,0.14,0.68,0.758,34.5,16.1,2.546,2827518,1185367
1049,790,19.8,0.2,0.679,0.747,50.5,21.2,2.548,2795097,1155497
1050,784,10.9,0.11,0.679,0.717,30.8,15.4,2.821,2774939,1156090
1051,56,10.4,0.1,0.679,0.808,28.2,13.7,2.719,2820626,1203918
1052,1024,11.4,0.11,0.679,0.774,28.5,11.5,2.504,2801941,1123089
1053,1025,11.6,0.12,0.679,0.753,32.3,14.7,2.796,2802904,1122571
1054,9,163.1,1.63,0.678,0.763,416.3,193.8,2.552,2777048,1211821
1055,13,215.2,2.15,0.678,0.773,561.4,266.0,2.608,2779126,1210350
1056,1090,134.9,1.35,0.678,0.786,393.4,201.0,2.917,2825625,1176041
1057,110,19.2,0.19,0.678,0.781,46.2,17.8,2.401,2768515,1195859
1058,928,11.7,0.12,0.678,0.85,29.8,13.2,2.554,2732000,1141773
1059,772,28.4,0.28,0.678,0.753,78.0,36.1,2.749,2799145,1156576
1060,339,12.1,0.12,0.676,0.814,31.0,14.7,2.571,2758131,1180999
1061,29,17.1,0.17,0.676,0.783,40.4,16.2,2.357,2770682,1209407
1062,39,45.2,0.45,0.675,0.744,108.2,47.1,2.392,2784769,1207518
1063,104,12.9,0.13,0.675,0.76,35.2,17.8,2.736,2817018,1196682
1064,454,41.8,0.42,0.675,0.761,116.4,55.5,2.787,2821896,1174395
1065,16,44.4,0.44,0.675,0.748,114.4,53.6,2.574,2777026,1210500
1066,323,26.4,0.26,0.675,0.745,76.8,39.3,2.904,2828144,1181880
1067,432,10.2,0.1,0.675,0.733,26.9,11.7,2.641,2823526,1176077
1068,1035,152.9,1.53,0.674,0.777,401.6,193.0,2.627,2782995,1209285
1069,1031,150.8,1.51,0.674,0.743,375.2,169.9,2.488,2770671,1213200
1070,771,12.8,0.13,0.674,0.758,34.8,15.9,2.729,2724835,1156697
1071,308,14.8,0.15,0.673,0.771,35.9,14.7,2.435,2711760,1183127
1072,288,15.4,0.15,0.673,0.758,42.1,19.0,2.728,2757094,1184274
1073,74,12.7,0.13,0.672,0.738,30.0,11.7,2.365,2821856,1200041
1074,37,25.8,0.26,0.672,0.728,64.4,30.9,2.5,2784526,1208275
1075,1030,195.0,1.95,0.672,0.774,491.2,220.6,2.519,2766499,1212709
1076,181,25.4,0.25,0.671,0.73,63.5,28.0,2.495,2810524,1190532
1077,2,235.2,2.35,0.671,0.765,572.9,249.3,2.435,2764545,1213172
1078,14,21.6,0.22,0.671,0.766,52.5,21.7,2.428,2765290,1210917
1079,285,30.8,0.31,0.671,0.752,77.0,31.0,2.5,2709986,1184256
1080,769,16.8,0.17,0.67,0.752,47.5,22.8,2.838,2721762,1156769
1081,1028,15.5,0.16,0.669,0.769,38.3,16.7,2.471,2735169,1117245
1082,990,12.4,0.12,0.669,0.757,29.3,12.3,2.372,2741161,1134113
1083,1032,192.7,1.93,0.669,0.741,477.4,211.7,2.478,2768504,1213665
1084,326,29.8,0.3,0.668,0.745,83.0,40.7,2.785,2826067,1181823
1085,117,20.4,0.2,0.667,0.798,56.3,28.5,2.755,2815933,1195341
1086,114,37.4,0.37,0.667,0.798,75.3,22.4,2.013,2748473,1195364
1087,3,22.5,0.22,0.666,0.752,52.2,21.8,2.32,2759989,1214143
1088,85,11.8,0.12,0.665,0.76,31.0,14.8,2.636,2816740,1198288
1089,169,20.9,0.21,0.665,0.796,57.6,28.7,2.753,2810144,1191411
1090,47,13.4,0.13,0.664,0.759,33.5,14.4,2.503,2785612,1206116
1091,674,12.2,0.12,0.663,0.775,31.2,11.7,2.546,2786769,1161859
1092,1034,237.6,2.38,0.663,0.781,616.3,284.9,2.594,2780935,1209529
1093,100,17.4,0.17,0.663,0.783,48.0,23.6,2.764,2814173,1196974
1094,453,57.8,0.58,0.663,0.732,164.3,82.2,2.846,2824653,1174454
1095,254,74.8,0.75,0.663,0.782,210.8,104.8,2.818,2828472,1185089
1096,538,13.2,0.13,0.662,0.789,31.5,10.6,2.374,2713852,1169202
1097,299,133.9,1.34,0.661,0.773,388.9,195.3,2.905,2826097,1183073
1098,43,18.2,0.18,0.66,0.724,48.9,23.4,2.687,2821392,1207254
1099,682,33.3,0.33,0.66,0.749,90.6,42.3,2.72,2801694,1160963
1100,716,11.7,0.12,0.659,0.723,28.3,10.8,2.422,2773412,1159730
1101,6,14.2,0.14,0.658,0.726,31.9,12.3,2.238,2764108,1213302
1102,11,10.9,0.11,0.657,0.724,25.9,12.3,2.371,2761696,1211821
1103,18,12.2,0.12,0.657,0.755,28.7,12.3,2.356,2771585,1210741
1104,306,25.4,0.25,0.656,0.742,61.6,22.4,2.422,2714639,1183060
1105,400,10.4,0.1,0.656,0.728,23.1,8.3,2.215,2740925,1177914
1106,314,10.2,0.1,0.655,0.76,26.7,12.5,2.606,2792373,1182574
1107,73,90.0,0.9,0.653,0.797,250.4,126.4,2.782,2817104,1199678
1108,298,41.0,0.41,0.653,0.745,117.7,58.9,2.871,2828975,1183510
1109,1010,11.3,0.11,0.652,0.76,25.6,8.2,2.261,2798635,1129628
1110,617,15.6,0.16,0.651,0.737,36.3,15.3,2.333,2769974,1165091
1111,281,79.2,0.79,0.651,0.755,189.6,65.3,2.393,2717433,1184082
1112,212,21.6,0.22,0.651,0.739,48.1,18.9,2.231,2726586,1188771
1113,8,17.9,0.18,0.65,0.719,44.4,20.1,2.477,2768156,1212552
1114,361,27.4,0.27,0.649,0.756,65.1,25.6,2.378,2710631,1179655
1115,274,13.8,0.14,0.645,0.759,35.6,15.1,2.576,2710028,1184851
1116,629,12.6,0.13,0.644,0.732,30.9,12.0,2.446,2782761,1164241
1117,783,35.8,0.36,0.64,0.698,100.6,47.6,2.813,2799625,1155952
1118,469,15.4,0.15,0.637,0.767,41.7,19.9,2.715,2821634,1173720
1119,178,28.1,0.28,0.635,0.729,75.5,36.0,2.683,2804528,1190689
1120,86,21.9,0.22,0.633,0.744,60.5,29.7,2.76,2813758,1198262
1121,1023,11.1,0.11,0.632,0.705,29.3,12.9,2.635,2739441,1123065
1122,10,20.3,0.2,0.628,0.695,51.6,23.4,2.539,2769010,1211952
1123,278,12.4,0.12,0.628,0.724,33.8,15.7,2.714,2816781,1184649
1124,464,15.4,0.15,0.628,0.692,41.7,20.0,2.711,2825081,1174060
1125,760,10.4,0.1,0.625,0.713,24.4,8.5,2.352,2782500,1158060
1126,210,10.1,0.1,0.624,0.718,25.5,11.5,2.522,2804421,1188835
1127,89,14.1,0.14,0.619,0.746,37.9,18.3,2.698,2793734,1198034
1128,1,21.9,0.22,0.588,0.704,59.9,30.1,2.731,2769777,1214389
1129,28,18.6,0.19,0.585,0.731,49.0,23.0,2.629,2824855,1209300
