0	0
0.002886	0
0.000874	0
0	0
0	0
0	0
0	0
0	0
0	0
0.030538	4.189063
0	0
0	0
0	0
0	0
0	0
0.001351	0
0.000718	0
0	0
0.000504	0
0.000384	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.00353	0
0.021762	3.222417
0.000298	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.005886	0.889015
0.096836	14.304868
0.097965	16.524742
0.062065	11.296929
0.034201	6.51947
0.015389	3.033349
0.01722	3.226398
0.018112	2.8696
0.028783	4.83332
0.022459	4.03828
0.015765	2.967962
0.010131	1.976415
0	0
0	0
0	0
0.164137	22.875896
0.147266	24.494602
0.150972	25.799879
0.131532	24.331976
0.120807	23.328384
0.120518	23.74592
0.146971	27.900951
0.251047	41.638222
0.243072	43.664749
0.232782	43.75024
0.223358	43.615341
0.210063	42.667973
0.204354	42.487278
0.239128	46.499008
0.331572	58.169132
0.307207	58.019073
0.291121	58.133091
0.277913	57.75795
0.264337	56.65926
0.24934	54.917114
0.327709	65.555855
0.332021	67.122406
0.318369	67.067833
0.309329	67.011925
0.418612	78.969971
0.394992	79.07238
0.381105	79.079613
0.372655	79.099167
0.437178	84.198418
0.465312	89.362183
0.443878	89.396828
0.430264	89.452591
0.419973	89.599228
0.490325	97.064209
0.470086	97.196304
0.457094	97.809639
0.554096	116.307442
0.531895	116.482628
0.516976	116.551247
0.588257	125.146591
0.565325	125.461525
0.690774	138.291977
0.668154	139.306992
0.636035	139.293152
0.613708	139.287598
0.599552	139.310059
0.587699	139.353577
0.578849	139.725388
0.569773	139.770248
0.56253	139.817688
0.556585	139.971054
0.55254	140.385864
0.647768	153.318542
0.684144	158.678024
0.830574	174.278305
0.800607	176.54921
0.766049	176.658478
0.804032	184.317688
0.864439	194.622635
0.998062	216.052353
1.008028	226.003448
0.96725	226.26947
0.939102	226.478607
0.916176	226.656799
0.946834	239.282639
0.923522	239.38063
0.903934	239.403107
0.887233	239.379501
0.873827	239.431564
0.862158	239.483139
0.851513	239.493225
0.84187	239.521774
1.035577	263.84079
1.125022	276.667023
1.084247	277.473328
1.182872	291.220612
1.451259	326.353943
1.655898	360.48819
1.656738	378.388428
1.568904	378.457275
1.510178	378.637299
1.463444	378.725861
1.424827	378.788055
1.392254	378.82196
1.364848	378.863525
1.341315	378.907166
1.320804	378.956726
1.302503	379.078461
1.372724	389.509613
1.347129	389.53421
1.328488	389.662231
1.310611	389.632477
1.294726	389.654755
1.279901	389.634888
1.26596	389.601563
1.254223	389.630005
1.242535	389.565796
1.232844	389.608154
1.29119	397.658875
1.286777	398.905518
1.272912	398.870758
1.260645	398.761902
1.31623	407.961639
1.298627	407.985077
1.300664	410.33316
1.287078	410.294739
1.275894	410.235352
1.287477	412.052521
1.283559	412.518921
1.271152	412.406769
1.260218	412.290588
1.248938	412.074066
1.242252	412.107574
1.234268	411.990509
1.227385	411.906799
1.221518	411.87085
1.213832	411.707275
1.22208	413.914917
1.213922	413.731262
1.204869	413.494202
1.195529	413.320648
1.201937	414.783173
1.247245	421.107971
1.235309	420.957764
1.222249	420.978912
1.212587	421.987061
1.19526	422.296021
1.18205	422.543182
1.186449	423.522614
1.171039	421.546753
1.162651	420.796265
1.136372	415.784058
1.14007	414.947266
1.15641	416.380768
1.189849	420.167419
1.185544	420.702728
1.179064	420.787903
1.184063	421.735168
1.174084	421.49057
1.165855	421.245392
1.157011	421.012939
1.17943	424.262054
1.230669	431.885468
1.211015	432.639496
1.196657	432.555145
1.205197	433.63443
1.210699	435.014221
1.204951	435.10614
1.175762	430.767487
1.132852	421.631989
1.098023	413.506134
1.060724	403.935577
1.029649	395.840515
0.987439	383.502045
0.935114	366.92218
0.897226	354.656952
0.844538	336.449432
0.805911	323.003815
0.761088	306.385864
0.713693	288.910889
0.663346	269.987885
0.614454	251.238739
0.569229	233.492279
0.513976	211.692993
0.465805	192.524429
0.414671	171.919022
0.362695	150.779785
0.312921	130.424393
0.267125	111.597794
0.224175	93.86451
0.187953	78.794983
0.156393	65.659218
0.147849	62.127476
0.122014	51.331051
0.097222	40.96756
0.079074	33.347198
0.065799	27.809248
0.053951	22.846228
0.046812	19.847412
0.038883	16.504629
0.031695	13.470791
0.026982	11.479771
0.021751	9.263957
0.017691	7.54356
0.014083	6.012331
0.011748	5.022787
0.009876	4.226967
0.00786	3.368969
0.006274	2.691669
0	0
0.013395	1.841242
0.000456	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0.000068	0
0	0
0	0
0	0
0	0
0	0
